Time (CET),Team 1,Team 2,Score,date,link,season
12:00 AM,AEK Athens,Ionikos Lamias,98 - 70,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21699/aek-athens-ionikos-lamias-2004-11-06,2004
12:00 AM,Makedonikos,Aris BC,78 - 81,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21697/makedonikos-aris-bc-2004-11-06,2004
12:00 AM,Olympia Larissa,Olympiacos,81 - 71,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21695/olympia-larissa-olympiacos-2004-11-06,2004
12:00 AM,Ment,Panellinios BC,65 - 72,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21698/ment-panellinios-bc-2004-11-06,2004
12:00 AM,Aris BC,Ment,90 - 63,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21704/aris-bc-ment-2004-11-13,2004
12:00 AM,Panathinaikos,Panionios,99 - 65,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21708/panathinaikos-panionios-2004-11-13,2004
12:00 AM,Olympiacos,Marousi,86 - 82,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21702/olympiacos-marousi-2004-11-13,2004
12:00 AM,Iraklis,Olympia Larissa,65 - 54,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21707/iraklis-olympia-larissa-2004-11-13,2004
12:00 AM,Ionikos Lamias,PAOK,98 - 94,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21706/ionikos-lamias-paok-2004-11-13,2004
12:00 AM,Apollon Patras,Makedonikos,68 - 66,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21703/apollon-patras-makedonikos-2004-11-13,2004
12:00 AM,Panellinios BC,AEK Athens,65 - 91,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21705/panellinios-bc-aek-athens-2004-11-13,2004
12:00 AM,Panionios,PAOK,93 - 89,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21715/panionios-paok-2004-11-20,2004
12:00 AM,Marousi,Iraklis,78 - 69,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21713/marousi-iraklis-2004-11-20,2004
12:00 AM,AEK Athens,Aris BC,82 - 66,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21711/aek-athens-aris-bc-2004-11-20,2004
12:00 AM,Makedonikos,Olympiacos,72 - 60,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21709/makedonikos-olympiacos-2004-11-20,2004
12:00 AM,Olympia Larissa,Panathinaikos,82 - 79,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21714/olympia-larissa-panathinaikos-2004-11-20,2004
12:00 AM,Panellinios BC,Ionikos Lamias,77 - 88,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21712/panellinios-bc-ionikos-lamias-2004-11-20,2004
12:00 AM,Ment,Apollon Patras,70 - 69,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21710/ment-apollon-patras-2004-11-20,2004
12:00 AM,Aris BC,Panellinios BC,92 - 72,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21718/aris-bc-panellinios-bc-2004-11-27,2004
12:00 AM,Panathinaikos,Marousi,83 - 68,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21721/panathinaikos-marousi-2004-11-27,2004
12:00 AM,PAOK,Olympia Larissa,87 - 67,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21722/paok-olympia-larissa-2004-11-27,2004
12:00 AM,Olympiacos,Ment,79 - 67,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21716/olympiacos-ment-2004-11-27,2004
12:00 AM,Iraklis,Makedonikos,59 - 58,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21720/iraklis-makedonikos-2004-11-27,2004
12:00 AM,Ionikos Lamias,Panionios,87 - 84,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21719/ionikos-lamias-panionios-2004-11-27,2004
12:00 AM,Apollon Patras,AEK Athens,90 - 84,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21717/apollon-patras-aek-athens-2004-11-27,2004
12:00 AM,Aris BC,Ionikos Lamias,98 - 81,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21725/aris-bc-ionikos-lamias-2004-12-04,2004
12:00 AM,Marousi,PAOK,63 - 69,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21728/marousi-paok-2004-12-04,2004
12:00 AM,AEK Athens,Olympiacos,85 - 76,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21723/aek-athens-olympiacos-2004-12-04,2004
12:00 AM,Makedonikos,Panathinaikos,47 - 59,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21727/makedonikos-panathinaikos-2004-12-04,2004
12:00 AM,Olympia Larissa,Panionios,83 - 86,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21729/olympia-larissa-panionios-2004-12-04,2004
12:00 AM,Panellinios BC,Apollon Patras,85 - 78,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21724/panellinios-bc-apollon-patras-2004-12-04,2004
12:00 AM,Ment,Iraklis,48 - 73,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21726/ment-iraklis-2004-12-04,2004
12:00 AM,Aris BC,Panathinaikos,72 - 77,"Saturday, October 16, 2004",https://www.proballers.com/basketball/game/21662/aris-bc-panathinaikos-2004-10-16,2004
12:00 AM,Olympiacos,Ionikos Lamias,67 - 70,"Saturday, October 16, 2004",https://www.proballers.com/basketball/game/21660/olympiacos-ionikos-lamias-2004-10-16,2004
12:00 AM,AEK Athens,Panionios,74 - 81,"Saturday, October 16, 2004",https://www.proballers.com/basketball/game/21664/aek-athens-panionios-2004-10-16,2004
12:00 AM,Makedonikos,Marousi,70 - 68,"Saturday, October 16, 2004",https://www.proballers.com/basketball/game/21666/makedonikos-marousi-2004-10-16,2004
12:00 AM,Apollon Patras,Iraklis,69 - 61,"Saturday, October 16, 2004",https://www.proballers.com/basketball/game/21661/apollon-patras-iraklis-2004-10-16,2004
12:00 AM,Panellinios BC,PAOK,61 - 74,"Saturday, October 16, 2004",https://www.proballers.com/basketball/game/21663/panellinios-bc-paok-2004-10-16,2004
12:00 AM,Ment,Olympia Larissa,81 - 69,"Saturday, October 16, 2004",https://www.proballers.com/basketball/game/21665/ment-olympia-larissa-2004-10-16,2004
12:00 AM,Panionios,Panellinios BC,77 - 74,"Wednesday, October 20, 2004",https://www.proballers.com/basketball/game/21670/panionios-panellinios-bc-2004-10-20,2004
12:00 AM,Panathinaikos,Apollon Patras,79 - 64,"Wednesday, October 20, 2004",https://www.proballers.com/basketball/game/21668/panathinaikos-apollon-patras-2004-10-20,2004
12:00 AM,PAOK,Aris BC,92 - 79,"Wednesday, October 20, 2004",https://www.proballers.com/basketball/game/21669/paok-aris-bc-2004-10-20,2004
12:00 AM,Marousi,Ment,85 - 66,"Wednesday, October 20, 2004",https://www.proballers.com/basketball/game/21672/marousi-ment-2004-10-20,2004
12:00 AM,Iraklis,Olympiacos,90 - 86,"Wednesday, October 20, 2004",https://www.proballers.com/basketball/game/21667/iraklis-olympiacos-2004-10-20,2004
12:00 AM,Ionikos Lamias,Makedonikos,61 - 68,"Wednesday, October 20, 2004",https://www.proballers.com/basketball/game/21673/ionikos-lamias-makedonikos-2004-10-20,2004
12:00 AM,Olympia Larissa,AEK Athens,62 - 73,"Wednesday, October 20, 2004",https://www.proballers.com/basketball/game/21671/olympia-larissa-aek-athens-2004-10-20,2004
12:00 AM,Aris BC,Panionios,84 - 70,"Saturday, October 23, 2004",https://www.proballers.com/basketball/game/21676/aris-bc-panionios-2004-10-23,2004
12:00 AM,Olympiacos,Panathinaikos,81 - 74,"Saturday, October 23, 2004",https://www.proballers.com/basketball/game/21674/olympiacos-panathinaikos-2004-10-23,2004
12:00 AM,AEK Athens,Marousi,90 - 92,"Saturday, October 23, 2004",https://www.proballers.com/basketball/game/21678/aek-athens-marousi-2004-10-23,2004
12:00 AM,Ionikos Lamias,Iraklis,87 - 78,"Saturday, October 23, 2004",https://www.proballers.com/basketball/game/21680/ionikos-lamias-iraklis-2004-10-23,2004
12:00 AM,Apollon Patras,PAOK,80 - 88,"Saturday, October 23, 2004",https://www.proballers.com/basketball/game/21675/apollon-patras-paok-2004-10-23,2004
12:00 AM,Panellinios BC,Olympia Larissa,72 - 61,"Saturday, October 23, 2004",https://www.proballers.com/basketball/game/21677/panellinios-bc-olympia-larissa-2004-10-23,2004
12:00 AM,Ment,Makedonikos,71 - 77,"Saturday, October 23, 2004",https://www.proballers.com/basketball/game/21679/ment-makedonikos-2004-10-23,2004
12:00 AM,Panionios,Apollon Patras,88 - 82,"Wednesday, October 27, 2004",https://www.proballers.com/basketball/game/21682/panionios-apollon-patras-2004-10-27,2004
12:00 AM,Panathinaikos,Iraklis,88 - 59,"Wednesday, October 27, 2004",https://www.proballers.com/basketball/game/21687/panathinaikos-iraklis-2004-10-27,2004
12:00 AM,PAOK,Olympiacos,83 - 73,"Wednesday, October 27, 2004",https://www.proballers.com/basketball/game/21681/paok-olympiacos-2004-10-27,2004
12:00 AM,Marousi,Panellinios BC,76 - 69,"Wednesday, October 27, 2004",https://www.proballers.com/basketball/game/21684/marousi-panellinios-bc-2004-10-27,2004
12:00 AM,Makedonikos,AEK Athens,74 - 84,"Wednesday, October 27, 2004",https://www.proballers.com/basketball/game/21685/makedonikos-aek-athens-2004-10-27,2004
12:00 AM,Olympia Larissa,Aris BC,73 - 81,"Wednesday, October 27, 2004",https://www.proballers.com/basketball/game/21683/olympia-larissa-aris-bc-2004-10-27,2004
12:00 AM,Ment,Ionikos Lamias,97 - 94,"Wednesday, October 27, 2004",https://www.proballers.com/basketball/game/21686/ment-ionikos-lamias-2004-10-27,2004
12:00 AM,Aris BC,Marousi,80 - 87,"Saturday, October 30, 2004",https://www.proballers.com/basketball/game/21690/aris-bc-marousi-2004-10-30,2004
12:00 AM,Olympiacos,Panionios,79 - 66,"Saturday, October 30, 2004",https://www.proballers.com/basketball/game/21688/olympiacos-panionios-2004-10-30,2004
12:00 AM,AEK Athens,Ment,80 - 71,"Saturday, October 30, 2004",https://www.proballers.com/basketball/game/21692/aek-athens-ment-2004-10-30,2004
12:00 AM,Iraklis,PAOK,69 - 67,"Saturday, October 30, 2004",https://www.proballers.com/basketball/game/21694/iraklis-paok-2004-10-30,2004
12:00 AM,Ionikos Lamias,Panathinaikos,64 - 90,"Saturday, October 30, 2004",https://www.proballers.com/basketball/game/21693/ionikos-lamias-panathinaikos-2004-10-30,2004
12:00 AM,Apollon Patras,Olympia Larissa,99 - 78,"Saturday, October 30, 2004",https://www.proballers.com/basketball/game/21689/apollon-patras-olympia-larissa-2004-10-30,2004
12:00 AM,Panellinios BC,Makedonikos,73 - 75,"Saturday, October 30, 2004",https://www.proballers.com/basketball/game/21691/panellinios-bc-makedonikos-2004-10-30,2004
12:00 AM,Panionios,Iraklis,89 - 72,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21700/panionios-iraklis-2004-11-06,2004
12:00 AM,PAOK,Panathinaikos,66 - 79,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21701/paok-panathinaikos-2004-11-06,2004
12:00 AM,Marousi,Apollon Patras,83 - 71,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21696/marousi-apollon-patras-2004-11-06,2004
12:00 AM,AEK Athens,Ionikos Lamias,98 - 70,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21699/aek-athens-ionikos-lamias-2004-11-06,2004
12:00 AM,Makedonikos,Aris BC,78 - 81,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21697/makedonikos-aris-bc-2004-11-06,2004
12:00 AM,Olympia Larissa,Olympiacos,81 - 71,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21695/olympia-larissa-olympiacos-2004-11-06,2004
12:00 AM,Ment,Panellinios BC,65 - 72,"Saturday, November 6, 2004",https://www.proballers.com/basketball/game/21698/ment-panellinios-bc-2004-11-06,2004
12:00 AM,Aris BC,Ment,90 - 63,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21704/aris-bc-ment-2004-11-13,2004
12:00 AM,Panathinaikos,Panionios,99 - 65,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21708/panathinaikos-panionios-2004-11-13,2004
12:00 AM,Olympiacos,Marousi,86 - 82,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21702/olympiacos-marousi-2004-11-13,2004
12:00 AM,Iraklis,Olympia Larissa,65 - 54,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21707/iraklis-olympia-larissa-2004-11-13,2004
12:00 AM,Ionikos Lamias,PAOK,98 - 94,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21706/ionikos-lamias-paok-2004-11-13,2004
12:00 AM,Apollon Patras,Makedonikos,68 - 66,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21703/apollon-patras-makedonikos-2004-11-13,2004
12:00 AM,Panellinios BC,AEK Athens,65 - 91,"Saturday, November 13, 2004",https://www.proballers.com/basketball/game/21705/panellinios-bc-aek-athens-2004-11-13,2004
12:00 AM,Panionios,PAOK,93 - 89,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21715/panionios-paok-2004-11-20,2004
12:00 AM,Marousi,Iraklis,78 - 69,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21713/marousi-iraklis-2004-11-20,2004
12:00 AM,AEK Athens,Aris BC,82 - 66,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21711/aek-athens-aris-bc-2004-11-20,2004
12:00 AM,Makedonikos,Olympiacos,72 - 60,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21709/makedonikos-olympiacos-2004-11-20,2004
12:00 AM,Olympia Larissa,Panathinaikos,82 - 79,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21714/olympia-larissa-panathinaikos-2004-11-20,2004
12:00 AM,Panellinios BC,Ionikos Lamias,77 - 88,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21712/panellinios-bc-ionikos-lamias-2004-11-20,2004
12:00 AM,Ment,Apollon Patras,70 - 69,"Saturday, November 20, 2004",https://www.proballers.com/basketball/game/21710/ment-apollon-patras-2004-11-20,2004
12:00 AM,Aris BC,Panellinios BC,92 - 72,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21718/aris-bc-panellinios-bc-2004-11-27,2004
12:00 AM,Panathinaikos,Marousi,83 - 68,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21721/panathinaikos-marousi-2004-11-27,2004
12:00 AM,PAOK,Olympia Larissa,87 - 67,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21722/paok-olympia-larissa-2004-11-27,2004
12:00 AM,Olympiacos,Ment,79 - 67,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21716/olympiacos-ment-2004-11-27,2004
12:00 AM,Iraklis,Makedonikos,59 - 58,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21720/iraklis-makedonikos-2004-11-27,2004
12:00 AM,Ionikos Lamias,Panionios,87 - 84,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21719/ionikos-lamias-panionios-2004-11-27,2004
12:00 AM,Apollon Patras,AEK Athens,90 - 84,"Saturday, November 27, 2004",https://www.proballers.com/basketball/game/21717/apollon-patras-aek-athens-2004-11-27,2004
12:00 AM,Aris BC,Ionikos Lamias,98 - 81,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21725/aris-bc-ionikos-lamias-2004-12-04,2004
12:00 AM,Marousi,PAOK,63 - 69,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21728/marousi-paok-2004-12-04,2004
12:00 AM,AEK Athens,Olympiacos,85 - 76,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21723/aek-athens-olympiacos-2004-12-04,2004
12:00 AM,Makedonikos,Panathinaikos,47 - 59,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21727/makedonikos-panathinaikos-2004-12-04,2004
12:00 AM,Olympia Larissa,Panionios,83 - 86,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21729/olympia-larissa-panionios-2004-12-04,2004
12:00 AM,Panellinios BC,Apollon Patras,85 - 78,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21724/panellinios-bc-apollon-patras-2004-12-04,2004
12:00 AM,Ment,Iraklis,48 - 73,"Saturday, December 4, 2004",https://www.proballers.com/basketball/game/21726/ment-iraklis-2004-12-04,2004
12:00 AM,Panionios,Marousi,78 - 81,"Saturday, December 11, 2004",https://www.proballers.com/basketball/game/21736/panionios-marousi-2004-12-11,2004
12:00 AM,Panathinaikos,Ment,91 - 70,"Saturday, December 11, 2004",https://www.proballers.com/basketball/game/21734/panathinaikos-ment-2004-12-11,2004
12:00 AM,PAOK,Makedonikos,86 - 69,"Saturday, December 11, 2004",https://www.proballers.com/basketball/game/21735/paok-makedonikos-2004-12-11,2004
12:00 AM,Olympiacos,Panellinios BC,86 - 78,"Saturday, December 11, 2004",https://www.proballers.com/basketball/game/21730/olympiacos-panellinios-bc-2004-12-11,2004
12:00 AM,Iraklis,AEK Athens,41 - 58,"Saturday, December 11, 2004",https://www.proballers.com/basketball/game/21733/iraklis-aek-athens-2004-12-11,2004
12:00 AM,Ionikos Lamias,Olympia Larissa,78 - 80,"Saturday, December 11, 2004",https://www.proballers.com/basketball/game/21732/ionikos-lamias-olympia-larissa-2004-12-11,2004
12:00 AM,Apollon Patras,Aris BC,78 - 72,"Saturday, December 11, 2004",https://www.proballers.com/basketball/game/21731/apollon-patras-aris-bc-2004-12-11,2004
12:00 AM,Aris BC,Olympiacos,76 - 78,"Saturday, December 18, 2004",https://www.proballers.com/basketball/game/21737/aris-bc-olympiacos-2004-12-18,2004
12:00 AM,Marousi,Olympia Larissa,91 - 77,"Saturday, December 18, 2004",https://www.proballers.com/basketball/game/21743/marousi-olympia-larissa-2004-12-18,2004
12:00 AM,AEK Athens,Panathinaikos,71 - 97,"Saturday, December 18, 2004",https://www.proballers.com/basketball/game/21740/aek-athens-panathinaikos-2004-12-18,2004
12:00 AM,Makedonikos,Panionios,83 - 64,"Saturday, December 18, 2004",https://www.proballers.com/basketball/game/21742/makedonikos-panionios-2004-12-18,2004
12:00 AM,Apollon Patras,Ionikos Lamias,88 - 75,"Saturday, December 18, 2004",https://www.proballers.com/basketball/game/21738/apollon-patras-ionikos-lamias-2004-12-18,2004
12:00 AM,Panellinios BC,Iraklis,78 - 77,"Saturday, December 18, 2004",https://www.proballers.com/basketball/game/21739/panellinios-bc-iraklis-2004-12-18,2004
12:00 AM,Ment,PAOK,94 - 88,"Saturday, December 18, 2004",https://www.proballers.com/basketball/game/21741/ment-paok-2004-12-18,2004
12:00 AM,Panionios,Ment,87 - 91,"Wednesday, December 29, 2004",https://www.proballers.com/basketball/game/21749/panionios-ment-2004-12-29,2004
12:00 AM,Panathinaikos,Panellinios BC,83 - 69,"Wednesday, December 29, 2004",https://www.proballers.com/basketball/game/21747/panathinaikos-panellinios-bc-2004-12-29,2004
12:00 AM,PAOK,AEK Athens,80 - 67,"Wednesday, December 29, 2004",https://www.proballers.com/basketball/game/21748/paok-aek-athens-2004-12-29,2004
12:00 AM,Olympiacos,Apollon Patras,75 - 74,"Wednesday, December 29, 2004",https://www.proballers.com/basketball/game/21744/olympiacos-apollon-patras-2004-12-29,2004
